Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"Georgetown, Penang","2,980","2,200",5,2,2-storey Terraced House,Partially Furnished,,,,"Parking, Multipurpose hall",False
"Urban 360, Gombak, Selangor","2,200","1,690",3,3,Service Residence,Partially Furnished,"No.360, Jalan Makmur, Kawasan Perusahaan Sesama, 68100 Gombak, Selangor",Gombak,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Nilai, Negeri Sembilan","1,800","1,906",3,2,Bungalow House,Fully Furnished,,,,"Parking, Security, Playground, Club house, Jogging Track",False
"Riverside Residence, Penampang, Sabah","2,300",850,3,2,Condominium,Fully Furnished,"Jalan Suak Batu, Off Jalan Lintas, 89500 Penampang, Sabah",Penampang,Sabah,"Parking, Security, Swimming Pool, Playground",False
"Quinn Residence, Wangsa Maju, Kuala Lumpur","2,500",900,3,2,Condominium,Partially Furnished,"Jalan Mohd Yatim Perdana, Taman Sri Rampai, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Pangsapuri Kemuning Idaman, Kota Kemuning, Kota Kemuning, Selangor","1,300",900,3,2,Apartment,Partially Furnished,"Lintang, Bukit Rimau, 40460 Shah Alam, Selangor, 40460 Kota Kemuning, Selangor",Kota Kemuning,Selangor,"Parking, Security, Lift, Playground, Multipurpose hall",False
"Jazz Residence, Tanjong Tokong, Penang","4,200","1,365",2,3,Service Residence,Fully Furnished,"Jalan Seri Tanjung Pinang, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Evoke Residence, Perai, Penang","2,100","1,100",3,2,Condominium,Fully Furnished,"Lorong Pauh Jaya 1/1, Taman Pauh Jaya, 13500 Perai, Penang",Perai,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Mutiara Idaman 2, Jelutong, Penang","1,350",700,3,1,Apartment,Not Furnished,"Jalan Ahmad Nor, 11600 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",False
"Kristal Villa, Kajang, Selangor","1,800","1,008",3,2,Condominium,Fully Furnished,"Jalan Kajang Villa 3, Taman Kajang Villa, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall",False
"Puteri Cove Residences @ Puteri Harbour, Iskandar Puteri, Johor","1,900",800,2,2,Condominium,Partially Furnished,"Off Lebuh Laksamana, Puteri Harbour, 79100 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Residensi Damai, Semenyih, Selangor","1,100",820,3,2,Condominium,Partially Furnished,"Jalan Damai, Bandar Teknologi Kajang, 43500 Semenyih, Selangor",Semenyih,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Gelugor, Penang","1,800","2,000",4,3,2-storey Terraced House,Partially Furnished,,,,,False
"Ampang, Selangor","3,000","2,200",4,3,2-storey Terraced House,Partially Furnished,,,,,False
"KSL Residence 2 @ Kangkar Tebrau, Johor Bahru, Johor","1,450",500,1,1,Service Residence,Fully Furnished,"Jalan Kangkar Tebrau, Off Jalan Pandan, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Playground, Barbeque area, Multipurpose hall",False
"Tamarind Suites @ Cyberjaya, Cyberjaya, Selangor","1,400",490,1,1,Studio,Fully Furnished,"Tamarind Square, Persiaran Multimedia, Cyber 10, 63000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Halaman Kenanga, Gelugor, Penang",850,700,3,2,Apartment,Not Furnished,"Lengkok Nipah 3, Taman Jubilee, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Minimart",False
"Kenwingston Platz, Setapak, Kuala Lumpur","2,600","1,100",4,2,Condominium,Fully Furnished,"Jalan Gombak, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Le Jardine, Pandan Indah, Kuala Lumpur","1,350","1,100",3,2,Condominium,Partially Furnished,"Jalan Pandan Indah 26, 55100 Pandan Indah, Kuala Lumpur",Pandan Indah,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area",False
"The Light Collection II, Gelugor, Penang","2,300",517,1,1,Condominium,Fully Furnished,"Off Jalan Pantai Sinaran, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Tennis Court",False
"La Thea Residences, Puchong, Selangor","2,500",970,3,2,Condominium,Fully Furnished,"16 Sierra, 47110 Puchong, Selangor",Puchong,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court",False
"Residensi Metro Kepong, Kepong, Kuala Lumpur","1,500",801,3,2,Apartment,Partially Furnished,"Jalan Metro Perdana Barat, Taman Usahawan, Kepong, 52100 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Playground, Multipurpose hall",False
"Puchong, Selangor","2,200","1,980",4,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground, Jogging Track",False
"Goodyear Court 10, Subang Jaya, Selangor","1,700","1,070",3,2,Apartment,Fully Furnished,"Persiaran Mulia, USJ 14, 47630 Subang Jaya, Selangor",Subang Jaya,Selangor,"Parking, Security, Swimming Pool, Playground, Barbeque area, Minimart",False
"Soho Suites @ KLCC, KLCC, Kuala Lumpur",300,610,2,1,Service Residence,Fully Furnished,"Off Jalan P Ramlee, 50450 KLCC, Kuala Lumpur",KLCC,Kuala Lumpur,Parking,False
"Residensi Tebrau (PR1MA Tebrau), Johor Bahru, Johor","1,600",1,3,2,Apartment,Partially Furnished,"Off Tebrau Hwy, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Playground, Multipurpose hall",False
"Kenwingston Square Garden, Cyberjaya, Selangor","1,400",650,2,2,Service Residence,Fully Furnished,"Off Persiaran Bestari, Cyber 9, 63000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Jogging Track",False
"Tropez Residences @ Tropicana Danga Bay, Johor Bahru, Johor","1,650",650,1,1,Service Residence,Fully Furnished,"Persiaran Danga Perdana, Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Squash Court",False
"Flora Rosa, Putrajaya, Putrajaya","2,800","1,178",3,2,Condominium,Fully Furnished,"Jalan P11J, Presint 11, 62300 Putrajaya, Putrajaya",Putrajaya,Putrajaya,"Parking, Security, Swimming Pool, Playground, Gymnasium, Jogging Track",False
"Bukit Jelutong, Selangor","3,500","3,787",4,4,2-storey Terraced House,Partially Furnished,,,,,False
"Alma, Penang","1,200","1,100",3,2,1-storey Terraced House,Partially Furnished,,,,,False
"Miri Time Square SOHO, Miri, Sarawak","2,300",818,2,1,Studio,Fully Furnished,"Jalan Marina 1, 98000 Miri, Sarawak",Miri,Sarawak,"Parking, Security, Lift",False
"Relau, Penang","2,500","3,200",6,5,3-storey Terraced House,Partially Furnished,,,,,False
"Bayan Baru, Penang","1,350",800,2,2,Cluster House,Not Furnished,,,,,False
"Meridin Bayvue, Masai, Johor","1,100",980,3,2,Service Residence,Partially Furnished,"Off JB East Coast Pkwy, Taman Sierra Perdana, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track",False
"Kemaman, Terengganu","1,800",456,3,2,1-storey Terraced House,Fully Furnished,,,,,False
"Residence Kesuma 1, Semenyih, Selangor","1,150",860,2,2,Service Residence,Partially Furnished,,,,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track",False
"Aman Puri Apartment, Kepong, Kuala Lumpur","1,100",940,3,2,Apartment,Partially Furnished,"Jalan Aman, Desa Aman Puri, 52100 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Barbeque area",False
"Ara Sendayan, Seremban 2, Negeri Sembilan","1,200","2,500",4,4,Others,Not Furnished,,,,,False
"Endah Promenade, Sri Petaling, Kuala Lumpur","1,800",739,1,1,Condominium,Fully Furnished,"Jalan 3/149e, Taman Sri Endah, 57000 Sri Petaling, Kuala Lumpur",Sri Petaling,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Squash Court",False
"Forest Hill (Kota Kinabalu), Kota Kinabalu, Sabah","2,100",850,3,2,Condominium,Not Furnished,"Jalan Santung, Off Jalan Bundusan, 88300 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Casa Desa, Taman Desa, Kuala Lumpur","2,399","1,109",3,2,Condominium,Fully Furnished,"Jalan Desa Utama, 58100 Taman Desa, Kuala Lumpur",Taman Desa,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Gurney Beach, Persiaran Gurney, Penang","3,800","2,642",3,4,Condominium,Fully Furnished,"Jalan Lim Chin Guan Road, Off Jalan Kelawai, 10250 Persiaran Gurney, Penang",Persiaran Gurney,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"LakePark Residence @ KL North, Selayang, Selangor","1,500",975,3,2,Service Residence,Partially Furnished,"Jalan 1/2B, Off, Jalan Ipoh, Selayang, 68100 Selayang, Selangor",Selayang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Main Place Residence, USJ, Selangor","1,400",615,2,1,Service Residence,Partially Furnished,"Jalan USJ 21/10, Persiaran Kewajipan, 47630 USJ, Selangor",USJ,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall",False
"Altris Residence @ The Quartz WM, Wangsa Maju, Kuala Lumpur","2,500",859,3,2,Service Residence,Partially Furnished,"Jalan Wangsa Kuarza, Seksyen 10, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Desa Green Serviced Apartment, Taman Desa, Kuala Lumpur","1,550",595,1,1,Service Residence,Fully Furnished,"Jalan Desa Bakti, Taman Desa, 58100 Taman Desa, Kuala Lumpur",Taman Desa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall",False
"Greenlane, Penang","10,000","2,600",4,2,Semi-Detached House,Not Furnished,,,,,False
"Damansara Seresta, Petaling Jaya, Selangor","3,000","1,291",3,2,Condominium,Not Furnished,"Persiaran Meranti, Bandar Sri Damansara, 52200 Petaling Jaya, Selangor",Petaling Jaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Pulse @ Gelugor, Gelugor, Penang","1,000",700,3,2,Apartment,Partially Furnished,"Lorong Kaki Bukit, Kampung Kastam, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Equine Residence, Seri Kembangan, Selangor","1,500",450,1,1,Service Residence,Fully Furnished,"No. 4, Jalan Equine, Taman Equine, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"N'Dira Townhouse, Puchong, Selangor","5,900","2,583",7,4,Townhouse Condo,Fully Furnished,"Jalan Sierra 12/4, Bandar 16 Sierra, 47110 Puchong, Selangor",Puchong,Selangor,"Parking, Security, Club house",False
"Razak City Residences (RC Residence), Sungai Besi, Kuala Lumpur","1,850",850,2,2,Service Residence,Fully Furnished,"Jalan 4/108a, Salak Selatan, 57100 Sungai Besi, Kuala Lumpur",Sungai Besi,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Habitat, Johor Bahru, Johor","1,688","1,600",2,2,Condominium,Fully Furnished,"No.16, Jalan Abdul Samad, 80100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Gymnasium, Barbeque area",False
"KL Gateway Residences, Bangsar South, Kuala Lumpur","3,000","1,014",2,2,Condominium,Fully Furnished,"Jalan Kerinchi, 59200 Bangsar South, Kuala Lumpur",Bangsar South,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",False
"Sentrovue, Puncak Alam, Selangor","1,000",842,3,2,Service Residence,Partially Furnished,"Jalan PPAJ 5, Pusat Perdagangan Alam Jaya, 42300 Puncak Alam, Selangor",Puncak Alam,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart",False
"Pelangi Heights, Klang, Selangor","1,400","1,161",3,2,Condominium,Partially Furnished,"Jalan Pelangi, Off Jalan Batu Tiga Lama, 41300 Klang, Selangor",Klang,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Aster Residence Cheras, Cheras, Kuala Lumpur","2,350","1,000",3,2,Condominium,Partially Furnished,"Jalan Cheras Hartamas, 43200 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",False
"Bay Laurel @ Country Garden Danga Bay, Johor Bahru, Johor","2,150",950,2,2,Apartment,Fully Furnished,"Persiaran Danga Perdana, Country Garden Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bandar Bukit Tinggi, Selangor","2,500","1,000",3,2,Others,Fully Furnished,,,,,False
"Pangsapuri Sri Shamelin, Cheras, Kuala Lumpur","1,100",830,3,1,Apartment,Partially Furnished,"Jalan 3/91, Taman Shamelin Perkasa, 56100 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Lift, Minimart",False
"Penhill Perdana Condominium, Ayer Itam, Penang","1,700","1,150",3,2,Condominium,Fully Furnished,"Taman Lintang, Off Jalan Bukit Bendera, 11500 Ayer Itam, Penang",Ayer Itam,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Cheras, Kuala Lumpur","1,980","1,200",3,2,2-storey Terraced House,Partially Furnished,,,,,False
"Sri Jasmin Apartment, Mantin, Negeri Sembilan",550,"1,020",4,3,Apartment,Partially Furnished,"Persiaran UTL, Bandar Universiti Teknologi Lagenda, 71700 Mantin, Negeri Sembilan",Mantin,Negeri Sembilan,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track",False
"Triuni Residences @ The Sanctuary, Gelugor, Penang","2,800","1,302",3,2,Condominium,Fully Furnished,"Persiaran Batu Uban 1, The Century, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sri Alam, Shah Alam, Selangor","3,000","1,200",3,2,Condominium,Fully Furnished,"Jalan Kelab Golf 13/1, Seksyen 13,, 40100 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart",False
"Tri Pinnacle, Tanjong Tokong, Penang","1,700",900,3,2,Condominium,Fully Furnished,"Persiaran Halia 3, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ataraxia Park @ Forest City, Gelang Patah, Johor",950,590,2,1,Apartment,Not Furnished,"Jalan Forest City - Lebuhraya Tanjung Pelepas, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart",False
"Masai, Johor","2,000","1,950",4,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground, Barbeque area, Minimart",False
"Straits View Villas, Port Dickson, Negeri Sembilan",930,975,3,2,Condominium,Partially Furnished,"Jalan Pantai, Kampung Baharu, 71050 Port Dickson, Negeri Sembilan",Port Dickson,Negeri Sembilan,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Jogging Track, Tennis Court",False
"Penampang, Sabah","2,000","1,500",3,3,2-storey Terraced House,Partially Furnished,,,,Parking,False
"Residensi Alami, Shah Alam, Selangor","2,000","1,080",3,2,Service Residence,Fully Furnished,"Jalan Akuatik, Seksyen 13, 40100 Shah Alam, Selangor",Shah Alam,Selangor,"Security, Lift, Swimming Pool, Playground, Multipurpose hall",False
"DK Impian, Shah Alam, Selangor","1,000",200,1,1,Service Residence,Fully Furnished,"Jalan Uranus U5/125, Subang Pelangi, 40150 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",False
"Lunas, Kedah","1,500","1,450",4,3,2-storey Terraced House,Partially Furnished,,,,Parking,False
"Taman Daya Shop Apartment, Kepong, Kuala Lumpur",750,620,2,1,Flat,Not Furnished,"Jalan Daya 7, Taman Daya, 52100 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Playground",False
"Lakefront Homes @ Cyberjaya, Cyberjaya, Selangor","2,600","1,010",3,2,Condominium,Fully Furnished,"Lot 108634, Persiaran Sepang, Cyber 11, 63000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"The Platino Serviced Apartment, Tampoi, Johor","1,600","1,292",3,2,Service Residence,Fully Furnished,"Jalan Segenting, Taman Bukit Mewah, 81200 Tampoi, Johor",Tampoi,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",False
"The Lumayan Apartment, Cheras, Kuala Lumpur","1,500",830,3,2,Apartment,Partially Furnished,"Jalan Tasik Permaisuri 2, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"Amerin Residence, Balakong, Selangor","1,500",913,2,2,Service Residence,Partially Furnished,"Persiaran Impian Indah, Taman Impian Indah, 43200 Balakong, Selangor",Balakong,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house",False
"Amansuri Residences, Alor Setar, Kedah","3,300","1,600",4,5,Condominium,Fully Furnished,"No.99, Lebuhraya Darul Aman, Kampung Lubok Peringgi, 5100 Alor Setar, Kedah",Alor Setar,Kedah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Paradiso Nuova (Merak Kayangan), Iskandar Puteri, Johor","1,600",653,2,1,Condominium,Partially Furnished,"Jalan Persiaran Medini Utara 3, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Playground, Gymnasium, Sauna, Barbeque area",False
"Pangsapuri Mutiara Subang, Shah Alam, Selangor",990,850,3,2,Condominium,Partially Furnished,"No 9 Jalan Utarid, Section U5, 40150 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area",False
"Wave @ Marina Cove, Johor Bahru, Johor","2,200",933,3,2,Service Residence,Partially Furnished,"Jalan Sultanah Aminah, Marina Cove, 80500 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Abel Residence, Bukit Mertajam, Penang","2,100","1,200",3,2,Condominium,Fully Furnished,"Jalan Pengkalan, Bukit Tengah, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Club house, Jogging Track",False
"BM City Suites @ BM City Mall, Bukit Mertajam, Penang","1,600","1,100",3,2,Condominium,Fully Furnished,"Jalan Perda Selatan, Bandar Baru Perda, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kuala Terengganu, Terengganu",800,"1,500",5,2,2-storey Terraced House,Not Furnished,,,,,False
"Residensi KepongMas, Kepong, Kuala Lumpur","1,300",800,3,2,Apartment,Partially Furnished,"Jalan Metro Perdana Barat, Taman Usahawan Kepong, 52100 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Playground, Multipurpose hall",False
"Henna Residence @ The Quartz WM, Wangsa Maju, Kuala Lumpur","2,200",657,1,1,Service Residence,Fully Furnished,"Jalan Wangsa Kuarza, Seksyen 10, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
